playername,mvpr,marketvaluepound,season,age,lgrank,MP,starts,min,goal,assist,sh,sot,sotp,gsh,cmp,cmpp,crs,int,block,sca,passlive,drib,gca,gcapasslive,tkl,press,pressp,touches,succp,targ,rec,recp,miscon,fls,recov,aerialwonp
Felix Klaus,"2,718,944",2700000,2019,25,6th,15,5,443,1,1,42.9,2.84,0.07,0,108,77.7,10,1,,14,10,2,2,1,12,134,24.6,206,25,223,139,62.3,9,8,39,12.5
Felix Klaus,"2,177,330",2160000,2020,26,7th,23,6,670,0,1,31.6,2.55,0,0,150,68.8,19,5,,15,13,1,2,1,23,226,30.5,354,46.2,367,244,66.5,35,12,56,28.1
Fernando Llorente,"7,219,440",7200000,2017,31,15th,33,28,"2,442",15,1,52,1.84,0.3,0,,,8,,,,,,,,,,,,,,,,,51,,
Fernando Llorente,"6,332,803",6300000,2018,32,3rd,16,1,238,1,0,28.6,2.65,0.14,0,56,67.5,0,3,,6,6,0,0,0,4,48,33.3,122,0,143,93,65,10,4,10,47.1
Fernando Llorente,"3,172,101",3150000,2019,33,4th,20,6,694,1,4,21.7,2.98,0.04,0,152,69.1,1,4,,19,15,2,2,2,4,113,23.9,329,69.2,427,254,59.5,24,12,31,56.4
Fernando Llorente,"3,628,884",3600000,2020,34,7th,17,3,501,3,1,35.5,5.57,0.1,0,127,81.4,0,3,,19,14,0,2,1,1,108,25.9,237,55.6,340,196,57.6,11,11,15,54.9
Ferris N'Goma,"554,413",550000,2020,26,14th,4,0,25,1,0,1,0,0,1,8,66.7,0,0,4,1,0,1,0,0,0,7,28.6,20,66.7,19,12,63.2,1,2,4,
Flavien Tait,"631,701",630000,2017,23,12th,11,5,438,2,2,7,5,71.4,0,,,14,,,,,,,,,,,,,,,,,6,,
Flavien Tait,"6,332,803",6300000,2018,24,14th,32,26,"2,241",4,3,58,26,44.8,0,702,71.6,103,43,53,85,52,11,11,8,44,553,22.6,1345,63,1082,899,83.1,49,30,178,0
Flavien Tait,"5,437,887",5400000,2019,25,13th,36,34,"2,985",5,7,85,38,44.7,0,1139,73,193,41,55,160,83,22,14,10,46,753,22.6,2070,58.2,1811,1499,82.8,94,33,253,31.8
Flavien Tait,"4,989,715",4950000,2020,26,3rd,17,9,885,2,2,14,4,28.6,0,304,74.1,19,11,18,37,28,5,4,4,23,213,26.3,541,50,496,401,80.8,20,11,72,22.2
Florian Ayé,"1,451,554",1440000,2020,22,19th,22,15,"1,380",0,0,25.9,1.76,0,0,219,71.1,7,9,,30,16,4,1,0,20,494,20.2,504,66.7,623,339,54.4,41,19,69,43.1
Florian Kainz,"2,707,290",2700000,2017,23,8th,14,1,311,2,3,100,0.58,1,0,,,12,,,,,,,,,,,,,,,,,6,,
Florian Kainz,"3,618,744",3600000,2018,24,11th,30,19,"1,712",3,3,33.3,1.89,0.08,0,548,69.8,116,16,,70,42,2,4,3,28,346,22.8,1015,58.3,860,692,80.5,31,35,141,50
Florian Kainz,"2,177,330",2160000,2020,26,14th,28,16,"1,561",5,6,37.5,2.31,0.1,1,456,62.4,169,13,,72,42,3,7,4,22,288,23.3,942,55.3,749,600,80.1,20,16,124,22.2
Florian Niederlechner,"4,060,935",4050000,2017,25,7th,34,29,"2,410",11,3,40.5,2.95,0.1,3,,,5,,,,,,,,,,,,,,,,,52,,
Florian Niederlechner,"4,071,087",4050000,2018,26,15th,10,9,697,2,0,31.8,2.84,0.09,0,92,72.4,3,2,,15,7,1,1,0,6,179,18.4,231,33.3,283,170,60.1,20,16,32,33.3
Florian Niederlechner,"6,344,202",6300000,2019,27,13th,24,12,970,4,1,54.5,3.06,0.12,0,131,71.2,6,7,,22,17,2,4,2,4,209,27.8,323,41.7,401,229,57.1,32,23,49,30.3
Florian Niederlechner,"9,072,210",9000000,2020,28,15th,33,31,"2,720",13,6,50.7,2.48,0.16,1,369,73.5,18,11,,71,40,12,13,6,26,542,23.8,887,45.8,1214,569,46.9,68,46,125,38.5
Florian Thauvin,"45,234,304",45000000,2018,24,4th,35,35,"2,949",22,11,128,48,37.5,3,1311,72.2,211,55,88,163,104,26,27,15,34,339,27.7,2320,63.3,2057,1807,87.8,85,27,207,20
Florian Thauvin,"40,784,153",40500000,2019,25,5th,33,30,"2,613",16,8,99,32,32.3,2,921,73.7,128,17,56,93,59,5,13,6,28,472,22.9,1701,59.5,1731,1333,77,94,30,148,43.2
Florian Thauvin,"29,031,071",28800000,2020,26,2nd,2,0,22,0,0,3,1,33.3,0,12,100,0,0,0,3,1,2,0,0,1,9,11.1,22,66.7,23,18,78.3,1,0,2,
Florian Wirtz,"9,072,210",9000000,2020,16,5th,7,3,367,1,0,75,0.98,0.25,0,152,81.7,4,1,,6,5,1,0,0,6,67,20.9,235,62.2,230,183,79.6,10,7,33,0
Florin Andone,"4,512,150",4500000,2017,23,16th,37,32,"2,908",12,2,100,44,44,0.12,,,22,,,,,,,,,,,,,,,,,93,,
Florin Andone,"5,428,116",5400000,2018,24,18th,29,16,"1,636",7,3,52,19,36.5,0.13,182,61.7,16,2,,22,15,0,5,3,12,379,18.7,536,31.8,772,396,51.3,68,54,63,23
Francesco Caputo,"4,531,573",4500000,2019,30,18th,38,38,"3,420",16,3,40,2.37,0.14,3,712,77.3,20,23,,98,76,6,16,10,15,503,23.5,1282,34.1,1739,1002,57.6,84,27,143,34.5
Francesco Caputo,"4,989,715",4950000,2020,31,8th,35,32,"2,841",21,7,44.9,2.19,0.28,2,623,78.5,9,27,,91,80,4,16,10,8,368,26.1,1064,56.1,1321,845,64,64,24,91,26.9
Franck Honorat,"401,080",400000,2017,19,12th,24,12,"1,159",0,1,0,8,,0,,,0,,,,,,,,,,,,,,,,,16,,
Franck Honorat,"804,165",800000,2018,20,6th,35,22,"1,950",3,5,0,19,,0,,,0,,,,,,,,,,,,,,,,,19,,
Franck Honorat,"2,014,032",2000000,2019,21,10th,35,32,"2,823",4,9,,,,0,,,,,,,,,,,,,,,,,,,,,,
Franck Honorat,"4,032,093",4000000,2020,22,17th,12,9,849,0,3,5,1,20,0,242,61.9,53,14,26,26,21,2,4,4,20,194,35.6,494,38.9,380,294,77.4,16,7,83,36.8
Franck Ribéry,"8,121,870",8100000,2017,33,1st,22,14,"1,239",5,11,52.4,1.53,0.24,0,,,39,,,,,,,,,,,,,,,,,13,,
Franck Ribéry,"3,618,744",3600000,2018,34,1st,20,15,"1,203",5,1,42.1,1.42,0.26,0,690,84,41,12,,72,53,7,9,5,13,231,28.1,1017,52.8,939,834,88.8,34,11,96,16.7
Franck Ribéry,"3,625,258",3600000,2019,35,1st,25,10,"1,174",6,3,45.8,1.84,0.25,0,609,80.9,29,16,,52,40,8,9,5,16,233,33.9,965,57,925,805,87,33,17,102,0
Franck Ribéry,"2,903,107",2880000,2020,36,10th,21,19,"1,409",3,3,52,1.6,0.12,0,623,84.2,15,12,,83,59,11,10,4,16,278,26.6,971,61.1,969,817,84.3,40,21,100,19
Franco Vázquez,"6,785,146",6750000,2018,28,7th,30,22,"1,831",4,4,56,12,21.4,0,662,72.9,34,27,36,74,64,2,7,6,34,463,24,1187,76.1,1088,897,82.4,41,49,152,51.2
Franco Vázquez,"13,594,718",13500000,2019,29,6th,34,26,"2,280",3,4,44,9,20.5,0,872,77.2,25,26,40,64,50,5,9,7,52,516,21.1,1480,65.5,1243,1044,84,37,52,254,51.1
Franco Vázquez,"8,618,599",8550000,2020,30,4th,31,11,"1,098",3,0,16,6,37.5,0,546,85.8,18,8,11,25,21,1,3,3,31,255,25.9,793,78.3,701,574,81.9,18,32,138,49.2
Frédéric Sammaritano,"902,430",900000,2017,30,16th,31,23,"1,965",4,4,49,21,42.9,1,,,145,,,,,,,,,,,,,,,,,13,,
Frédéric Sammaritano,"904,686",900000,2018,31,11th,26,16,"1,429",0,3,32,13,40.6,0,457,76.3,45,17,27,49,38,3,5,4,23,227,25.6,762,50,677,547,80.8,21,12,114,7.7
Frédéric Sammaritano,"453,157",450000,2019,32,18th,14,6,538,0,0,10,5,50,0,175,76.1,23,4,12,15,12,0,1,1,15,105,21.9,289,100,262,203,77.5,6,14,42,16.7
Frédéric Sammaritano,"295,351",293000,2020,33,16th,10,6,518,1,2,9,2,22.2,0,202,75.1,50,4,14,32,15,0,3,2,12,88,27.3,334,50,259,220,84.9,8,9,38,0
Fredrik Jensen,"2,265,786",2250000,2019,20,15th,6,2,207,0,0,0,0.87,0,0,33,58.9,3,3,,2,2,0,0,0,6,65,30.8,87,50,76,55,72.4,6,4,17,66.7
Fredrik Jensen,"1,814,442",1800000,2020,21,15th,10,5,457,1,0,50,1.18,0.17,0,57,64.8,5,1,,8,5,1,2,1,1,162,19.8,130,50,173,88,50.9,4,3,23,31.6
Gabriel Boschilia,"4,512,150",4500000,2017,20,1st,11,5,437,6,2,20,12,60,0,,,23,,,,,,,,,,,,,,,,,4,,
Gabriel Boschilia,"10,052,068",10000000,2018,21,2nd,5,1,85,0,0,4,1,25,0,34,77.3,1,1,1,2,2,0,0,0,3,16,18.8,59,0,56,41,73.2,2,1,9,0
Gabriel Boschilia,"4,028,064",4000000,2019,22,12th,29,14,"1,319",4,4,42,18,42.9,0,422,76.2,65,15,15,58,34,1,8,6,29,389,25.2,761,59.1,669,491,73.4,31,19,112,6.7
Gabriel Boschilia,"3,528,082",3500000,2020,23,9th,5,1,130,0,0,5,0,0,0,59,74.7,3,2,2,4,3,0,0,0,1,37,29.7,95,100,85,70,82.4,5,1,9,0
Gabriel Jesus,"72,374,886",72000000,2018,20,1st,29,19,"1,668",13,3,56,32,57.1,0.23,464,80.7,2,15,,54,35,4,13,7,19,295,29.2,797,73,890,603,67.8,43,28,76,29.7
Gabriel Jesus,"63,442,016",63000000,2019,21,1st,29,8,"1,036",7,3,42,22,52.4,0.14,296,82.7,4,3,,45,31,7,6,5,9,216,29.6,535,48.9,686,422,61.5,38,12,57,17.6
Gabriel Jesus,"50,804,375",50400000,2020,22,2nd,34,21,"2,030",14,7,102,43,42.2,0.14,532,87.5,6,13,,70,48,13,13,9,25,419,30.3,916,69.9,1090,686,62.9,51,26,119,35.4
Gaël Kakuta,"902,430",900000,2017,25,16th,10,8,538,2,1,11,4,36.4,0,,,23,,,,,,,,,,,,,,,,,1,,
Gaël Kakuta,"5,428,116",5400000,2018,26,13th,36,36,"3,084",6,4,58,19,32.8,0,889,64.5,169,62,62,108,62,10,12,7,43,614,27.2,1885,55.8,1561,1273,81.6,96,17,245,36.5
Gaël Kakuta,"3,172,101",3150000,2019,27,20th,12,9,717,1,0,5,0,0,1,189,67.5,42,4,9,14,12,0,0,0,12,145,25.5,360,69.7,341,261,76.5,19,9,39,35.7
Gaël Kakuta,"2,540,219",2520000,2020,28,19th,24,23,"2,001",2,5,42,12,28.6,0,592,68.2,93,20,46,55,41,6,8,7,44,552,27.7,1211,57.6,1161,891,76.7,69,30,131,28
Gareth Bale,"81,421,747",81000000,2018,28,3rd,26,20,"1,794",16,4,78,30,38.5,1,604,78.4,56,18,30,68,57,4,9,5,17,283,25.1,995,57.6,1074,818,76.2,32,25,67,54.8
Gareth Bale,"54,378,871",54000000,2019,29,3rd,29,21,"1,786",8,3,74,31,41.9,1,569,72.7,70,12,29,44,30,6,8,6,14,241,24.1,1007,67.6,1108,830,74.9,26,18,72,46.3
Gareth Bale,"25,402,188",25200000,2020,30,1st,16,12,"1,089",2,2,34,13,38.2,0,360,75,45,5,12,33,21,5,7,6,10,105,28.6,618,56.7,644,512,79.5,27,16,42,64.7
Gennaro Tutino,"2,265,786",2250000,2019,21,10th,33,31,"2,680",10,4,45,1.83,0.15,0,,,18,,,,,,,,,,,,,,,,,20,,
Gennaro Tutino,"1,814,442",1800000,2020,22,7th,16,11,981,3,1,0,1.2,0,0,54,73,0,3,,5,4,0,0,0,1,42,21.4,107,60,155,77,49.7,7,4,15,41.7
George Hirst,"408,249",405000,2020,20,2nd,16,13,"1,151",9,1,3,1,33,0,5,62,0,0,,2,0,0,0,0,0,3,0,14,,14,12,85,1,0,2,80
Gerard Deulofeu,"12,665,605",12600000,2018,23,14th,17,10,937,2,1,17,8,44.4,0.11,341,70.1,31,9,,32,21,1,2,1,14,193,22.1,581,59.1,543,436,75.5,27,14,73,0
Gerard Deulofeu,"16,313,661",16200000,2019,24,11th,30,26,"2,066",10,5,62,23,37.1,0.16,580,73,61,24,,80,61,14,16,7,10,508,25.2,1075,62,1233,802,65,50,14,140,12.5
Gerard Deulofeu,"18,144,420",18000000,2020,25,19th,28,25,"2,098",4,5,63,22,34.9,0.05,603,73.3,91,20,,88,51,14,7,5,29,511,26,1126,58.3,1107,769,69.5,53,27,164,16.7
Gerard Moreno,"18,093,722",18000000,2018,25,11th,38,38,"3,411",16,1,108,46,42.6,1,825,67.6,39,45,70,100,71,11,9,6,29,759,25.2,1707,67.3,1907,1278,67,103,55,191,45.6
Gerard Moreno,"15,860,504",15750000,2019,26,14th,35,25,"2,315",8,1,72,32,44.4,0,550,72,19,30,39,66,49,7,5,1,20,387,20.9,1109,63.5,1328,817,61.5,74,39,116,53.2
Gerard Moreno,"27,216,629",27000000,2020,27,5th,35,33,"2,744",18,5,85,32,37.6,1,743,72.3,62,21,48,92,70,10,17,9,17,393,23.2,1447,60.4,1648,1152,69.9,95,36,133,38.8
Gervinho,"8,156,831",8100000,2019,31,14th,30,27,"2,304",11,2,44.4,1.76,0.24,0,443,82.5,9,9,,67,31,21,12,3,16,440,16.8,860,51,1012,641,63.3,66,12,133,0
Gervinho,"6,350,547",6300000,2020,32,11th,30,27,"2,250",7,4,39.3,2.24,0.13,0,392,78.6,13,17,,64,41,19,12,9,8,304,22.7,761,57.8,953,611,64.1,55,10,83,10
Giacomo Vrioni,"453,157",450000,2019,19,15th,24,11,"1,146",1,1,0,1.03,0,0,,,0,,,,,,,,,,,,,,,,,2,,
Giacomo Vrioni,"362,888",360000,2020,20,5th,4,1,87,0,1,100,7.5,0,0,2,100,0,0,,0,0,0,0,0,0,5,0,4,,5,4,80,2,1,0,
Giampaolo Pazzini,"453,157",450000,2019,33,5th,24,15,"1,411",10,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
Giampaolo Pazzini,"295,351",293000,2020,34,9th,14,1,262,4,0,50,2.75,0.13,3,44,75.9,1,0,,7,6,0,2,1,3,42,31,99,75,145,59,40.7,7,6,16,31
Gianluca Caprari,"5,414,580",5400000,2017,23,20th,35,34,"3,108",9,4,35,2.98,0.08,1,,,76,,,,,,,,,,,,,,,,,49,,
Gianluca Caprari,"9,046,861",9000000,2018,24,10th,34,19,"1,809",5,3,36.2,3.43,0.07,0,505,74.7,59,23,,73,53,7,6,4,21,348,26.4,1006,57.7,1023,760,74.3,56,20,104,16.2
Gianluca Caprari,"7,250,516",7200000,2019,25,9th,21,12,"1,031",6,2,45.2,2.71,0.19,0,342,77.7,40,8,,34,19,5,7,4,13,239,22.2,601,59.6,650,464,71.4,29,21,54,14.3
Gianluca Lapadula,"7,219,440",7200000,2017,26,6th,27,12,"1,262",8,3,50,3.14,0.14,2,,,4,,,,,,,,,,,,,,,,,49,,
Gianluca Lapadula,"6,332,803",6300000,2018,27,12th,28,13,"1,495",6,1,13.2,3.19,0.06,3,168,64.9,5,3,,36,18,5,6,1,9,238,22.3,463,78.9,850,352,41.4,50,32,40,41.6
Gianluca Lapadula,"4,531,573",4500000,2019,28,17th,8,4,404,1,0,20.8,5.35,0.04,0,52,66.7,0,2,,11,5,1,0,0,5,84,28.6,150,50,221,102,46.2,14,16,27,36.7
Gianluca Lapadula,"5,443,326",5400000,2020,29,18th,24,19,"1,694",10,0,34.5,3.08,0.14,2,235,77.3,9,7,,46,30,6,6,3,18,302,18.9,563,62.9,847,398,47,57,43,73,40
Giovani Lo Celso,"7,219,440",7200000,2017,20,2nd,4,1,82,0,0,3,1,33.3,0,,,1,,,,,,,,,,,,,,,,,2,,
Giovani Lo Celso,"27,140,582",27000000,2018,21,1st,33,18,"1,776",4,2,38,14,36.8,0.11,1387,89.5,15,27,,54,41,5,8,4,68,421,32.1,1806,64.6,1472,1393,94.6,23,23,174,37.5
Giovani Lo Celso,"45,315,725",45000000,2019,22,10th,33,27,"2,397",9,4,62,25,40.3,0.11,1199,82.6,15,47,,78,58,2,16,12,55,500,27.4,1848,57.8,1724,1480,85.8,61,36,191,30.8
Giovani Lo Celso,"36,288,839",36000000,2020,23,6th,28,15,"1,492",0,2,18,3,16.7,0,832,82.8,56,16,,59,44,2,6,5,51,420,31.9,1233,55.9,951,862,90.6,22,28,167,22.6
Giovanni Simeone,"7,200,000",7200000,2016,20,13th,16,14,"1,279",5,1,46.7,3.17,0.11,0,,,29,,,,,,,,,,,,,,,,,19,,
Giovanni Simeone,"9,024,300",9000000,2017,21,16th,35,29,"2,614",12,1,33.3,2.58,0.15,1,,,28,,,,,,,,,,,,,,,,,64,,
Giovanni Simeone,"22,617,152",22500000,2018,22,8th,38,36,"2,998",14,4,35.5,3.21,0.13,0,387,70,19,11,,75,57,9,9,7,45,719,27.7,1076,48.8,1442,766,53.1,114,54,120,24.1
Giovanni Simeone,"15,407,347",15300000,2019,23,16th,36,27,"2,454",6,3,40.6,2.53,0.09,0,248,67.8,21,18,,66,48,6,7,4,32,482,23.4,767,58.2,1062,518,48.8,80,48,118,25
Giovanni Simeone,"12,247,483",12150000,2020,24,10th,0,0,,,,35.3,2.62,0.14,0,350,70.6,17,19,,42,27,5,6,4,30,489,26.2,910,50,1337,650,48.6,91,54,93,24.7
Glenn Murray,"2,714,058",2700000,2018,33,15th,35,25,"2,192",12,0,48,20,41.7,0.17,374,58.5,9,20,,32,25,0,5,3,14,470,24,928,21.4,1161,701,60.4,66,60,102,42.7
Glenn Murray,"2,718,944",2700000,2019,34,17th,38,30,"2,508",13,1,51,16,31.4,0.18,385,60.8,8,21,,30,21,1,1,1,14,781,19.2,941,66.7,1428,731,51.2,85,80,87,46.8
Glenn Murray,"1,451,554",1440000,2020,35,15th,23,7,797,1,1,17,4,23.5,0.06,116,65.5,4,1,,12,7,1,1,1,3,144,24.3,273,20,435,206,47.4,25,15,36,41.7
Gonçalo Guedes,"36,187,443",36000000,2018,20,4th,33,27,"2,435",5,7,60,22,36.7,0,749,76.5,52,19,46,108,79,14,20,14,32,493,22.3,1338,66.7,1245,1004,80.6,73,38,171,33.3
Gonçalo Guedes,"36,252,580",36000000,2019,21,4th,25,18,"1,465",5,3,35,14,40,0,466,71.1,52,18,35,57,39,7,11,9,30,303,22.8,874,63.9,823,673,81.8,31,19,112,33.3
Gonçalo Guedes,"20,412,472",20250000,2020,22,9th,21,14,"1,266",2,2,23,9,39.1,0,363,75.9,29,8,24,45,28,10,6,4,25,239,24.7,651,71.4,612,500,81.7,32,16,84,21.1
Gonzalo Higuaín,"63,170,100",63000000,2017,28,1st,38,32,"2,966",24,2,40.3,4.07,0.18,0,,,27,,,,,,,,,,,,,,,,,36,,
Gonzalo Higuaín,"54,281,165",54000000,2018,29,1st,35,32,"2,815",16,5,37.6,3.23,0.15,1,560,79.4,16,19,,82,58,9,16,10,24,415,26.7,1143,54.4,1416,922,65.1,91,19,103,21.1
Gonzalo Higuaín,"31,721,008",31500000,2019,30,3rd,29,28,"2,363",11,1,28.9,3.73,0.11,0,538,77.8,7,33,,71,61,4,7,5,15,407,22.4,965,73.7,1264,785,60.6,57,21,94,23.5
Gonzalo Higuaín,"23,134,135",22950000,2020,31,1st,32,20,"1,866",8,4,42.7,3.62,0.11,0,539,83.3,12,13,,92,69,13,5,4,11,301,23.9,855,68.3,991,690,69.6,31,18,75,31.8
Goran Pandev,"452,343",450000,2018,34,12th,32,22,"1,803",5,1,47.7,2.2,0.11,0,445,73,21,16,,72,55,8,6,6,12,356,26.1,876,61.8,1010,674,66.7,60,28,129,26.1
Goran Pandev,"362,526",360000,2019,35,17th,26,12,"1,122",4,2,35.7,2.25,0.14,0,277,75.5,13,9,,47,29,4,2,2,18,195,24.6,557,63.2,582,412,70.8,28,17,69,13.8
Goran Pandev,"295,351",293000,2020,36,17th,33,17,"1,604",9,0,58.3,2.02,0.25,0,421,75.2,13,16,,62,45,6,10,4,9,268,23.1,813,46.9,896,642,71.7,59,17,123,21.6
Grégoire Defrel,"5,428,116",5400000,2018,26,3rd,15,5,485,1,0,28.6,2.6,0,1,116,84.1,1,1,,14,11,2,2,2,8,119,19.3,212,56.3,227,151,66.5,6,4,28,50
Grégoire Defrel,"3,172,101",3150000,2019,27,9th,36,26,"2,339",11,3,45.8,1.85,0.23,0,672,83.5,18,16,,71,56,6,10,7,36,705,23.4,1090,61.2,1314,833,63.4,53,38,147,40
Grégoire Defrel,"2,177,330",2160000,2020,28,8th,17,9,980,3,3,40,1.84,0.1,1,305,89.2,4,6,,24,17,3,6,4,11,226,26.5,452,70.6,462,330,71.4,17,16,57,21.4
Guido Carrillo,"5,414,580",5400000,2017,25,1st,19,5,598,7,1,20,9,45,0,,,2,,,,,,,,,,,,,,,,,12,,
Guido Carrillo,"5,437,887",5400000,2019,27,13th,32,23,"1,992",6,1,58,17,29.3,1,416,66.8,2,13,20,48,39,0,3,3,21,421,20,853,84.2,1195,626,52.4,37,41,117,58.3
Guido Carrillo,"4,354,661",4320000,2020,28,18th,24,13,"1,213",1,2,35,12,34.3,0,232,68.2,3,6,5,29,21,0,3,2,16,251,25.5,492,62.5,593,354,59.7,42,29,75,59.3
Hakan Çalhanoğlu,"24,426,524",24300000,2018,23,6th,31,25,"2,172",6,6,31.5,3.81,0.07,0,1023,76,158,28,,129,85,9,9,6,35,439,26.4,1644,75.7,1345,1179,87.7,51,29,175,41.7
Hakan Çalhanoğlu,"18,126,290",18000000,2019,24,5th,36,34,"2,884",3,6,24.5,3.18,0.03,0,1507,79.9,152,36,,149,107,7,12,7,54,542,25.5,2257,58.1,1919,1660,86.5,53,30,256,40.6
Hakan Çalhanoğlu,"13,154,704",13050000,2020,25,6th,35,34,"2,704",9,9,31.4,3.39,0.08,1,1289,78.2,151,34,,127,90,9,14,9,43,539,29.3,1996,66.1,1723,1472,85.4,48,38,201,30.3
Hannes Wolf,"2,707,290",2700000,2017,17,1st,3,1,107,0,0,0,1.68,0,0,,,0,,,,,,,,,,,,,,,,,1,,
Hannes Wolf,"9,046,861",9000000,2018,18,1st,27,20,"1,727",8,3,38.5,2.71,0.13,1,,,15,,,,,,,,,,,,,,,,,38,,
Hannes Wolf,"10,875,774",10800000,2019,19,1st,22,15,"1,392",8,7,34.1,2.84,0.18,0,,,21,,,,,,,,,,,,,,,,,17,,
Hannes Wolf,"9,979,431",9900000,2020,20,3rd,5,0,58,0,0,,0,,0,18,66.7,0,1,,2,2,0,0,0,3,28,32.1,36,0,41,27,65.9,3,2,4,33.3
Harry Kane,"135,702,911",135000000,2018,24,3rd,37,35,"3,076",30,2,181,71,39.2,0.15,476,69.7,21,16,,99,62,12,11,7,15,327,30.6,1158,50,1623,892,55,80,34,112,43
Harry Kane,"135,947,176",135000000,2019,25,4th,28,27,"2,424",17,4,97,42,43.3,0.13,423,73.6,13,11,,77,53,8,12,7,11,357,26.1,935,62.3,1263,743,58.8,84,31,88,38.6
Harry Kane,"108,866,518",108000000,2020,26,6th,29,29,"2,587",18,2,78,34,43.6,0.21,394,66.6,21,19,,53,37,7,6,3,20,448,22.3,923,47.5,1328,689,51.9,52,37,92,34.2
Harry Wilson,"16,313,661",16200000,2019,21,6th,40,37,"3,171",15,3,54,19,35.2,0.13,453,74.5,35,17,,43,30,1,3,1,25,411,23.4,856,52.6,665,538,80.9,30,12,146,34.5
Harvey Barnes,"19,958,862",19800000,2020,21,5th,36,24,"2,083",6,8,61,27,44.3,0.1,559,76.7,42,21,,77,59,8,15,12,22,328,26.2,1019,47.4,1114,823,73.9,50,21,118,39.1
Hatem Ben Arfa,"5,437,887",5400000,2019,31,10th,26,23,"2,033",7,2,51,13,25.5,2,747,80.7,59,12,27,94,54,17,4,2,16,294,20.7,1236,63.6,1107,942,85.1,51,18,111,9.1
Hatem Ben Arfa,"3,628,884",3600000,2020,32,13th,5,2,159,0,0,2,0,0,0,42,76.4,0,0,1,3,2,1,0,0,0,37,21.6,77,66.7,71,60,84.5,3,2,10,100
Henrikh Mkhitaryan,"31,664,013",31500000,2018,28,6th,26,20,1716,3,9,36,16,52.4,0.1,193,74.2,85,31,,74,56,3,10,7,31,408,26.5,1400,100,1099,979,90.1,41,23,158,35.7
Henrikh Mkhitaryan,"31,664,013",31500000,2018,28,6th,31,20,1710,3,9,52.4,2.38,0.1,0,793,74.2,85,31,,74,56,3,10,7,32,408,26.5,1310,100,1099,979,90.1,39,23,158,35.7
Henrikh Mkhitaryan,"22,657,863",22500000,2019,29,5th,25,19,"1,641",6,4,50,14,28,0.12,661,75.8,63,24,,66,54,0,13,11,28,408,22.1,1137,47.1,969,776,80.1,46,27,166,31.4
Henrikh Mkhitaryan,"22,657,863",22500000,2019,29,5th,25,19,"1,641",6,4,28,2.74,0.12,0,661,75.8,63,24,,66,54,0,13,11,28,408,22.1,1137,47.1,969,776,80.1,46,27,166,31.4
Henrikh Mkhitaryan,"18,144,420",18000000,2020,30,5th,24,16,"1,553",9,4,43,16,39,0.22,608,83.8,17,10,,71,59,4,8,7,39,310,25.4,959,48.7,831,702,84.6,30,19,141,31.6
Henrikh Mkhitaryan,"18,144,420",18000000,2020,30,5th,25,17,"1,642",9,5,37.2,2.53,0.21,0,640,83.7,19,10,,75,61,4,9,8,40,328,24.7,1013,51.2,878,745,85,32,19,145,31.6
Henry Onyekuru,"7,018,900",7000000,2017,19,14th,38,38,"3,389",23,5,0,42,,2,,,0,,,,,,,,,,,,,,,,,,,
Henry Onyekuru,"10,052,068",10000000,2018,20,3rd,19,14,"1,384",9,0,0,23,,0,,,0,,,,,,,,,,,,,,,,,12,,
Henry Onyekuru,"13,091,210",13000000,2019,21,1st,31,28,"2,512",14,3,64,33,51.6,0,,,11,,,,,,,,,,,,,,,,,25,,
Hicham Boudaoui,"3,628,884",3600000,2020,19,6th,9,6,490,1,2,4,4,100,0,152,76.4,17,7,14,13,9,1,3,3,14,170,24.1,277,56.3,242,191,78.9,11,10,35,41.2
Hirving Lozano,"25,402,188",25200000,2020,24,7th,27,11,"1,174",4,1,38.2,2.99,0.12,0,270,76.7,48,8,,46,33,7,3,2,10,283,17.7,535,54.5,571,417,73,31,22,60,38.5
Houssem Aouar,"36,187,443",36000000,2018,19,3rd,32,27,"2,430",6,4,52,18,34.6,0,1312,85.3,14,35,31,94,72,6,12,10,49,607,26.4,1897,64.8,1560,1426,91.4,44,21,229,42.9
Houssem Aouar,"45,315,725",45000000,2019,20,3rd,37,35,"3,061",7,7,72,23,31.9,0,1801,87,7,42,47,107,83,4,18,10,57,595,27.4,2472,65,2207,1977,89.6,62,30,284,24.2
Houssem Aouar,"44,907,439",44550000,2020,21,7th,25,23,"1,956",3,4,45,17,37.8,0,911,84.7,24,22,30,67,45,8,10,9,28,388,25.8,1366,62.5,1291,1100,85.2,45,24,137,53.6
Hwang Ui-jo,"1,658,591",1650000,2018,25,9th,27,25,"2,087",16,1,82,41,50,2,,,25,,,,,,,,,,,,,,,,,22,,
Hwang Ui-jo,"2,517,540",2500000,2019,26,7th,19,17,"1,615",4,1,54,20,37,0,,,10,,,,,,,,,,,,,,,,,17,,
Hwang Ui-jo,"2,419,256",2400000,2020,26,12th,24,19,"1,633",6,2,36,15,41.7,0,351,82.4,9,3,23,22,15,1,4,2,9,247,23.5,614,55.9,763,494,64.7,39,13,65,43.3
Iago Aspas,"16,243,740",16200000,2017,28,13th,32,25,"2,317",19,6,78,41,52.6,6,,,25,,,,,,,,,,,,,,,,,26,,
